,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Binned 1st Semester,Binned 2nd Semester
669,1,13,1,12,1,1,1,1,1,1,1,1,0,0,1,0,0,28,0,12,17,21,17,13.394736842105264,0,11,17,19,17,13.554736842105264,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
670,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,6,8,6,14.25,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Low GPA
671,1,13,1,3,0,1,1,1,1,1,1,1,0,0,1,0,0,30,0,9,11,19,9,13.444444444444445,1,5,7,7,7,14.714285714285714,0,7.6,2.6,0.32,Dropout,Average GPA,Above Average GPA
672,1,1,4,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,7,8,7,12.285714285714286,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,Graduate,Average GPA,Low GPA
673,1,1,2,5,1,1,1,1,1,1,1,1,0,0,1,0,0,22,0,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,Graduate,Low GPA,Average GPA
674,1,1,1,11,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
675,1,8,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,23,0,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
676,1,8,4,5,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
678,2,12,1,15,1,12,1,2,2,2,2,0,0,1,0,1,0,50,0,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,Dropout,Above Average GPA,Very Low GPA
679,1,1,1,2,1,1,14,1,1,1,1,1,0,0,1,0,1,19,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,Very Low GPA,Very Low GPA
680,1,8,2,11,1,1,14,1,1,1,1,1,0,0,1,0,0,22,1,0,6,7,6,10.833333333333334,0,0,6,6,6,10.666666666666666,0,13.9,-0.3,0.79,Graduate,Low GPA,Low GPA
681,1,15,1,10,1,14,14,1,1,1,1,0,0,1,1,0,1,23,1,3,6,7,6,13.142857142857142,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,Average GPA,Above Average GPA
682,1,9,4,6,1,1,1,1,1,1,1,0,0,1,0,0,1,20,0,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout,Above Average GPA,Above Average GPA
683,4,12,1,10,1,12,1,4,4,4,4,0,0,0,0,0,0,44,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Very Low GPA,Very Low GPA
684,4,12,1,4,1,12,1,4,4,4,4,0,0,0,1,1,0,49,0,6,12,17,7,12.0,0,3,12,19,9,11.22222222222222,0,15.5,2.8,-4.06,Graduate,Average GPA,Low GPA
685,2,14,1,17,0,1,1,2,2,2,2,0,0,0,1,1,0,46,0,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
686,1,12,1,6,1,14,1,1,1,1,1,1,0,0,0,1,0,41,0,3,3,3,3,12.333333333333334,0,2,2,2,2,11.0,0,12.4,0.5,1.79,Dropout,Average GPA,Low GPA
687,1,8,3,12,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,Graduate,Low GPA,Average GPA
688,3,12,1,17,0,1,1,3,3,3,3,0,0,0,1,1,0,43,0,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Graduate,Low GPA,Above Average GPA
689,4,12,2,9,1,12,1,4,4,4,4,0,0,1,0,1,0,70,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
690,4,12,1,8,1,12,1,4,4,4,4,0,0,0,1,1,0,48,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
691,2,14,1,4,1,1,1,2,2,2,2,0,0,0,1,1,0,41,0,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
693,1,12,1,1,1,1,14,1,1,1,1,0,0,1,0,1,0,35,1,0,7,18,3,11.25,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,Low GPA,Very Low GPA
694,2,12,1,8,1,12,1,2,2,2,2,1,0,0,1,1,0,44,0,1,5,13,4,14.0,3,1,5,9,4,15.5,2,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
695,1,1,1,9,1,1,1,1,1,1,1,1,0,1,1,1,0,18,0,0,5,15,4,13.333333333333334,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,Dropout,Average GPA,Average GPA
696,2,1,1,3,0,1,1,2,2,2,2,1,0,0,1,1,0,45,0,0,6,7,6,13.666666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
698,1,15,1,4,1,14,1,1,1,1,1,1,0,0,1,1,0,22,0,0,6,12,5,12.6,0,0,6,11,6,11.714285714285714,0,12.4,0.5,1.79,Graduate,Average GPA,Low GPA
699,1,14,1,7,1,1,1,1,1,1,1,0,0,0,1,1,0,39,0,0,5,10,3,17.333333333333332,0,0,5,11,1,17.0,0,13.9,-0.3,0.79,Dropout,High GPA,High GPA
701,2,12,1,9,1,12,1,2,2,2,2,0,0,0,1,1,0,49,0,0,5,9,3,14.0,0,0,5,8,3,13.666666666666666,0,8.9,1.4,3.51,Dropout,Above Average GPA,Average GPA
702,1,4,1,13,1,4,1,1,1,1,1,1,0,0,1,1,0,43,0,4,4,4,4,13.875,0,1,1,1,1,12.5,0,11.1,0.6,2.02,Dropout,Average GPA,Average GPA
703,2,12,1,17,0,1,1,2,2,2,2,1,0,0,1,1,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
704,1,12,1,10,1,9,1,1,1,1,1,0,0,0,1,1,0,47,0,3,9,9,9,13.11111111111111,0,3,7,7,7,14.857142857142858,0,10.8,1.4,1.74,Graduate,Average GPA,Above Average GPA
705,5,12,1,17,0,1,1,5,5,5,5,0,0,0,1,1,1,37,0,0,5,8,5,13.0,0,0,5,11,4,13.333333333333334,2,16.2,0.3,-0.92,Dropout,Average GPA,Average GPA
706,2,12,1,3,0,1,1,2,2,2,2,0,0,0,1,1,0,41,0,6,10,10,10,12.5,0,3,7,7,7,12.142857142857142,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
707,2,12,1,4,1,1,1,2,2,2,2,0,0,0,1,1,0,60,0,17,18,18,18,14.11111111111111,0,11,13,13,13,14.23076923076923,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
708,2,12,1,11,1,1,1,2,2,2,2,0,0,0,1,1,0,47,0,6,11,11,11,14.727272727272728,0,6,9,9,9,15.77777777777778,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
709,1,12,1,3,0,1,1,1,1,1,1,0,0,1,0,1,0,50,0,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
710,2,12,1,17,0,12,1,2,2,2,2,1,0,0,1,1,0,45,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
711,1,12,1,7,1,1,1,1,1,1,1,0,0,1,0,1,0,45,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
712,2,12,1,6,1,1,1,2,2,2,2,0,0,0,1,1,0,33,0,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate,Average GPA,Low GPA
713,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,1,0,18,0,0,8,8,7,13.105714285714283,0,0,8,8,7,13.105714285714283,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
714,2,12,1,6,1,1,1,2,2,2,2,0,0,0,1,1,0,43,0,0,5,8,5,13.5,2,0,5,5,5,14.4,0,9.4,-0.8,-3.12,Graduate,Average GPA,Above Average GPA
715,1,14,1,3,0,1,1,1,1,1,1,0,0,0,1,1,0,44,0,9,13,18,13,11.846153846153848,0,9,11,11,11,12.0,0,12.7,3.7,-1.7,Graduate,Low GPA,Average GPA
716,1,12,1,8,1,7,1,1,1,1,1,0,0,0,1,1,0,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
717,4,12,1,14,1,1,1,4,4,4,4,0,0,1,0,1,0,53,0,0,6,11,3,14.333333333333334,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,Above Average GPA,Very Low GPA
720,1,14,1,1,1,12,1,1,1,1,1,0,0,1,1,1,0,35,0,3,10,18,6,12.666666666666666,0,1,9,11,3,12.0,2,16.2,0.3,-0.92,Dropout,Average GPA,Average GPA
722,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Very Low GPA,Very Low GPA
723,1,12,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0,33,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Low GPA,Very Low GPA
724,1,4,3,8,1,3,1,1,1,1,1,0,0,0,0,1,0,41,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
725,4,4,1,12,1,3,1,4,4,4,4,0,0,0,1,1,0,51,0,4,7,7,7,15.2,0,6,8,8,8,16.575,0,13.9,-0.3,0.79,Graduate,Above Average GPA,High GPA
726,1,16,1,14,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,2,6,7,6,14.428571428571429,0,1,7,8,7,14.375,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
727,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,1,0,35,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
728,1,1,2,2,1,1,14,1,1,1,1,1,0,0,1,1,0,20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Very Low GPA,Very Low GPA
730,1,1,1,15,1,1,1,1,1,1,1,0,0,1,0,1,1,18,0,0,6,11,5,12.166666666666666,0,0,6,15,3,12.0,0,13.9,-0.3,0.79,Dropout,Average GPA,Average GPA
731,1,15,1,4,1,14,1,1,1,1,1,0,0,0,1,1,0,21,0,0,6,12,5,12.142857142857142,0,0,6,11,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate,Average GPA,Low GPA
732,1,1,1,11,1,1,1,1,1,1,1,1,0,0,1,1,0,21,0,0,6,9,6,12.0,0,0,6,8,5,11.6,0,13.9,-0.3,0.79,Graduate,Average GPA,Low GPA
733,2,12,2,9,1,1,1,2,2,2,2,0,0,0,1,1,0,34,0,0,5,10,3,11.666666666666666,1,0,5,7,4,12.75,0,9.4,-0.8,-3.12,Graduate,Low GPA,Average GPA
734,4,12,1,8,1,1,1,4,4,4,4,1,0,0,1,1,0,34,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
735,1,8,2,14,1,1,1,1,1,1,1,1,0,0,1,1,0,21,0,0,6,10,6,11.875,0,0,6,8,5,12.0,0,11.1,0.6,2.02,Graduate,Low GPA,Average GPA
737,1,8,2,11,1,1,1,1,1,1,1,1,0,0,1,1,0,30,0,0,6,17,2,10.0,0,0,6,15,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
739,1,16,1,15,1,1,1,1,1,1,1,1,0,0,1,1,0,20,0,1,7,7,6,13.833333333333334,0,1,6,7,5,13.0,0,8.9,1.4,3.51,Dropout,Average GPA,Average GPA
740,1,1,1,5,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
741,1,1,1,11,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,6,7,6,14.428571428571429,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,Above Average GPA,Average GPA
742,1,8,3,12,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,7,8,5,14.2,0,0,7,9,6,12.4,0,12.4,0.5,1.79,Dropout,Above Average GPA,Average GPA
743,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,1,0,27,0,0,5,8,4,11.5,0,0,5,9,3,10.333333333333334,0,12.7,3.7,-1.7,Dropout,Low GPA,Low GPA
744,1,12,1,15,1,9,1,1,1,1,1,1,0,0,1,1,0,52,0,0,6,7,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,Graduate,Average GPA,Above Average GPA
745,2,14,1,4,1,1,1,2,2,2,2,1,0,0,0,1,0,29,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
746,1,16,1,4,1,14,1,1,1,1,1,1,0,1,0,1,0,22,0,0,6,12,3,11.333333333333334,0,0,6,13,2,11.0,0,8.9,1.4,3.51,Dropout,Low GPA,Low GPA
747,1,14,1,6,1,1,11,1,1,1,1,1,0,0,1,1,0,28,1,13,18,45,18,12.5,12,10,13,26,12,11.428571428571429,6,15.5,2.8,-4.06,Graduate,Average GPA,Low GPA
748,1,12,1,14,1,6,1,1,1,1,1,1,0,0,1,1,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
749,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,7,7,13.471428571428572,0,0,8,9,8,13.944444444444445,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
750,1,1,2,14,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,5,5,4,11.75,0,0,5,5,3,13.333333333333334,0,9.4,-0.8,-3.12,Graduate,Low GPA,Average GPA
751,1,1,1,5,1,1,1,1,1,1,1,1,0,1,1,0,1,20,0,0,6,9,6,13.333333333333334,0,0,6,10,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate,Average GPA,Above Average GPA
752,1,13,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,21,0,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
753,2,12,1,17,0,12,1,2,2,2,2,0,0,1,0,0,0,32,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
754,1,1,3,5,1,1,1,1,1,1,1,1,0,0,1,1,1,20,0,0,6,6,6,15.5,0,0,6,7,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,Above Average GPA,Average GPA
755,1,1,4,2,1,1,1,1,1,1,1,1,0,1,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
756,1,6,1,14,1,1,14,1,1,1,1,0,0,1,0,1,0,18,1,0,6,6,4,11.25,0,0,6,7,3,12.333333333333334,0,8.9,1.4,3.51,Dropout,Low GPA,Average GPA
757,1,14,1,17,0,1,1,1,1,1,1,1,0,0,0,1,0,23,0,10,15,24,12,11.0,0,10,14,21,11,11.363636363636363,1,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
758,1,1,1,11,1,1,1,1,1,1,1,1,0,0,1,1,0,20,0,0,6,10,6,12.333333333333334,0,0,6,9,4,13.0,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
759,2,14,2,9,1,1,1,2,2,2,2,1,0,0,1,0,0,46,0,4,9,18,8,11.375,2,0,5,11,5,11.8,0,9.4,-0.8,-3.12,Graduate,Low GPA,Low GPA
760,1,8,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,27,0,16,18,19,18,12.22222222222222,0,9,12,15,12,12.384615384615383,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
762,2,14,3,3,0,12,1,2,2,2,2,1,0,0,1,1,0,41,0,5,9,11,9,12.0,0,3,7,8,6,12.0,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
764,2,15,1,3,0,14,1,2,2,2,2,0,0,0,1,1,0,37,0,12,16,17,16,14.125,0,6,11,14,10,13.0,0,12.4,0.5,1.79,Graduate,Above Average GPA,Average GPA
767,1,4,1,17,0,15,1,1,1,1,1,0,0,0,1,0,0,26,0,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
768,2,12,1,3,0,1,1,2,2,2,2,0,0,0,1,1,0,54,0,4,9,9,9,14.333333333333334,0,2,7,7,7,13.857142857142858,0,8.9,1.4,3.51,Graduate,Above Average GPA,Average GPA
769,1,8,5,14,1,1,1,1,1,1,1,1,0,0,1,1,0,21,0,0,6,6,6,15.166666666666666,0,0,6,9,6,14.0,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
770,1,1,1,6,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,6,8,6,15.142857142857142,0,0,6,8,6,15.142857142857142,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
771,1,8,6,15,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
773,1,1,2,10,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,7,6,12.333333333333334,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
775,1,15,1,6,1,14,1,1,1,1,1,1,0,1,1,0,0,22,0,2,6,9,6,12.0,0,1,6,12,3,12.0,0,13.9,-0.3,0.79,Dropout,Average GPA,Average GPA
776,1,14,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Graduate,Above Average GPA,Above Average GPA
777,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,6,12,12,8,13.875,0,4,11,13,9,12.7,1,8.9,1.4,3.51,Dropout,Average GPA,Average GPA
779,1,8,3,15,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
780,1,8,1,15,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,15.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
781,1,8,1,14,1,1,1,1,1,1,1,1,0,1,1,0,0,20,0,0,6,10,2,11.666666666666666,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,Dropout,Low GPA,Low GPA
782,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,7,10,7,14.668,0,0,8,8,8,14.63375,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
784,1,1,2,15,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,6,7,5,12.8,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
785,1,1,1,10,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,10,6,10.833333333333334,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,Graduate,Low GPA,Average GPA
786,1,1,1,5,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,5,14.0,0,12.7,3.7,-1.7,Graduate,Average GPA,Above Average GPA
787,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,8,8,7,14.537142857142856,0,0,8,8,7,14.537142857142856,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
788,1,3,3,6,1,1,1,1,1,1,1,0,0,1,1,0,1,18,0,0,5,5,5,14.4,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Dropout,Above Average GPA,Above Average GPA
789,1,8,3,2,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,Very Low GPA,Very Low GPA
790,1,8,1,15,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.833333333333334,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
791,1,12,1,12,1,1,1,1,1,1,1,0,0,0,0,1,0,36,0,0,6,15,2,11.5,0,0,7,9,0,0.0,0,15.5,2.8,-4.06,Dropout,Low GPA,Very Low GPA
792,1,8,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,6,7,6,11.333333333333334,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate,Low GPA,Average GPA
793,1,8,3,10,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,6,12.0,0,0,6,6,5,13.6,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
794,1,1,3,15,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
795,1,1,3,15,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
796,1,15,1,5,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,2,7,7,7,13.0,0,5,9,9,9,13.22222222222222,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
797,1,9,3,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,8,7,13.087142857142856,0,0,8,8,8,12.95,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
798,1,1,1,8,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,8,6,13.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
801,1,1,2,10,1,1,1,1,1,1,1,1,0,1,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
802,1,8,4,9,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
803,1,1,1,15,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
804,1,1,3,16,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,7,7,7,13.857142857142858,0,0,7,7,7,14.285714285714286,0,11.1,0.6,2.02,Graduate,Average GPA,Above Average GPA
806,1,8,3,5,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,13.0,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
808,1,1,4,15,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,4,4,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,Very Low GPA,Very Low GPA
810,1,1,1,10,1,1,1,1,1,1,1,1,0,1,0,0,1,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
811,1,8,2,16,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,7,8,7,12.142857142857142,0,0,7,9,6,13.666666666666666,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
812,1,8,1,12,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,7,7,7,14.145714285714286,0,0,8,9,8,13.627777777777778,0,11.1,0.6,2.02,Graduate,Above Average GPA,Average GPA
813,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,7,7,7,14.45,0,0,8,9,8,14.144444444444444,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
814,1,1,1,16,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,7,7,7,15.714285714285714,0,0,7,7,7,15.0,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
817,1,7,1,5,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Graduate,Above Average GPA,Average GPA
819,1,1,1,3,0,1,1,1,1,1,1,1,0,0,1,0,0,25,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
820,1,1,1,9,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,Graduate,Average GPA,Low GPA
821,1,1,3,2,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,Very Low GPA,Very Low GPA
823,1,1,2,10,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,6,7,6,12.571428571428571,0,0,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
824,1,9,4,15,1,1,1,1,1,1,1,1,0,0,1,0,1,21,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Graduate,Average GPA,Low GPA
825,1,8,3,14,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
826,1,8,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,8,7,11.571428571428571,0,0,7,9,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,Low GPA,Average GPA
827,1,1,3,5,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,6,6,15.833333333333334,0,0,6,6,6,15.333333333333334,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
828,1,1,4,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate,Above Average GPA,Above Average GPA
